"addi C3 NMR shift","aryl hali C1 NMR","base N1 elec charge","liga C10 NMR shift","y.obs","mu.hat","g(mu.hat)","intercept","addi","aryl","base","liga","addi:aryl","addi:base","addi:liga","aryl:base","aryl:liga","base:liga","addi:aryl:base","addi:aryl:liga","addi:base:liga","aryl:base:liga","addi:aryl:base:liga"
"143.71","156.88","-0.755","139.04","0.3712306","0.3257625","-2.2631541","-7.8169191","-0.5969895"," 7.8296367","-2.2710083","-0.5181656","-0.5644871"," 1.8714051"," 1.5351776","-0.6286129","-0.5744096","-0.2494850","-0.2745768","-1.8474470"," 1.2547993"," 1.1797382","-0.5918101"
"141.82","-332.15","-0.611","139.04","0.3708543","0.3302756","-2.1948804"," -7.816919130","-11.953345243","  7.333484917","  2.852750591"," -0.518165553"," -0.575302200","  5.453546542"," -0.570894433","  1.160954759","  1.338317059","  0.706019773"," -0.516781859","  0.005176183","  0.671447032","  0.264559639"," -0.029728481"
"153.95","138.83","-0.784","139.15","0.3708529","0.3214001","-2.3300301","-7.81691913"," 2.51688218"," 2.70420383","-0.58174228"," 1.46124871","-0.14577395","-0.65183349","-0.49676011"," 1.24400993","-0.77165121"," 0.24719080"," 0.31929387"," 0.09772104"," 0.17166029","-0.48042827","-0.14713231"
"156.59","139.77","-0.611","140.09","0.3707516","0.4683420","-0.3808127","-7.8169191"," 4.1516551","-3.4526639"," 2.8527506"," 2.4992098"," 0.6513468","-0.5886761","-0.8974784"," 0.4072115"," 3.0998720"," 0.2239790","-0.0079697","-0.1888306","-0.5202804","-0.6546421","-0.1393772"
"142.24","48.97","-0.784","139.04","0.3704718","0.3137439","-2.4496185","-7.81691913","-0.84134113"," 4.19329495","-0.58174228","-0.51816555","-0.15885003"," 1.79549287","-0.02851079"," 1.15673413"," 0.06372238","-0.45653482"," 0.32752390"," 0.02149726"," 0.18009751"," 0.27005215","-0.05596993"
"153.74","125.44","-0.784","140.09","0.3703038","0.3818303","-1.4682165","-7.816919130"," 2.945163547"," 1.824481222","-0.581742283"," 2.499209779","-0.275381128","-0.626484654","-0.415781760","-0.017843507"," 0.126091789"," 0.149510189","-0.171731313"," 0.004428071"," 0.285321908"," 0.607106306","-0.003645493"
"152.98","-339.2","-0.784","139.58","0.3702154","0.2867639","-2.8971484","-7.81691913"," 1.32687631"," 7.66218589","-0.58174228","-3.44229294"," 0.11857004","-0.01992583","-0.24390120"," 0.29312370"," 0.09305297"," 0.05983383","-0.06374466"," 0.03722484"," 0.61398295","-1.21567997"," 0.28220705"
"156.59","134.48","-0.755","139.58","0.3701583","0.3545744","-1.8414281","-7.8169191"," 4.1516551","-2.8922606","-2.2710083","-3.4422929"," 0.9609523"," 1.0544103"," 0.8226327"," 2.0665711"," 0.7455478"," 1.5471172","-0.3496204","-0.2552282","-0.2548616"," 3.1131338"," 0.9787428"
"152.98","125.44","-0.611","139.15","0.3698777","0.3151626","-2.4272379","-7.81691913"," 1.32687631"," 1.82448122"," 2.85275059"," 1.46124871"," 0.09705383","-1.90474004"," 0.22859487","-1.55613565"," 0.27133420"," 0.67695218"," 0.06078116"," 0.26808313"," 0.05802236","-0.15597094","-0.11965068"
"151.87","48.97","-0.784","139.04","0.3696535","0.3658859","-1.6839348","-7.81691913"," 2.94521985"," 4.19329495","-0.58174228","-0.51816555","-0.63473378","-0.35695194","-0.03990546"," 1.15673413"," 0.06372238","-0.45653482","-0.08320276","-0.14377437"," 0.26748692"," 0.27005215"," 0.05148490"
"142.55","133.69","-0.784","139.04","0.3692602","0.3011426","-2.6531965","-7.81691913","-0.53988706"," 5.50410692","-0.58174228","-0.51816555","-0.44553130"," 0.26243297"," 0.07242027"," 0.72536234"," 0.61688435","-0.45653482","-0.10572710","-0.09911888"," 0.27940627"," 0.52974227","-0.07992573"
"140.71","134.48","-0.611","140.09","0.3689392","0.5586943","0.7102318","-7.8169191"," 1.6733320","-2.8922606"," 2.8527506"," 2.4992098"," 2.4562692","-0.7048649"," 1.1255602","-0.6533144"," 3.1595724"," 0.2239790","-1.4721539","-0.8405316"," 0.8219132"," 0.3788237","-0.1011338"
"153.74","-332.15","-0.784","139.58","0.3685038","0.3170466","-2.3976728","-7.81691913"," 2.94516355"," 7.33348492","-0.58174228","-3.44229294"," 0.35181680","-0.62648465"," 0.88763259"," 0.16542192","-0.95793387"," 0.05983383"," 0.14039312"," 0.11065779","-0.35496171","-0.65372601"," 0.04198325"
"156.59","138.83","-0.784","139.15","0.3681475","0.3604927","-1.7585277","-7.81691913"," 4.15165509"," 2.70420383","-0.58174228"," 1.46124871","-1.02869745","-0.46573428","-0.21499355"," 1.24400993","-0.77165121"," 0.24719080"," 0.04207163","-0.01674844"," 0.06699394","-0.48042827","-0.29898706"
"154.33","133.69","-0.784","139.58","0.3680966","0.2735620","-3.1338788","-7.81691913"," 3.93512034"," 5.50410692","-0.58174228","-3.44229294","-0.73697417"," 0.92864502","-0.68973097"," 0.72536234","-2.07257955"," 0.05983383"," 1.10822894"," 0.49588656"," 0.16201159","-0.44507554","-0.26775973"
"151.87","48.97","-0.755","140.09","0.3680129","0.3324373","-2.1624928","-7.8169191"," 2.9452198"," 4.1932949","-2.2710083"," 2.4992098","-0.6347338"," 1.8980836","-0.8446916","-0.4140334","-2.3455054","-0.3734892"," 0.2350876"," 0.1230692"," 0.2539851"," 0.5479368","-0.1579989"
"153.95","156.88","-0.784","139.58","0.3680118","0.3502913","-1.9021472","-7.81691913"," 2.51688218"," 7.82963670","-0.58174228","-3.44229294","-0.74538708","-0.65183349"," 0.88273662","-0.12793431","-0.09056812"," 0.05983383","-0.45456784","-1.26478492","-0.41580830"," 2.07378285"," 0.32681898"
"156.59","48.97","-0.784","139.15","0.3676662","0.4017533","-1.2073079","-7.81691913"," 4.15165509"," 4.19329495","-0.58174228"," 1.46124871","-1.28005598","-0.46573428","-0.21499355"," 1.15673413","-1.13642836"," 0.24719080","-0.20715287","-0.26390351"," 0.06699394","-0.25290965","-0.26458596"
"148.88","156.88","-0.784","140.09","0.3670728","0.3597272","-1.7691881","-7.81691913","-7.41839361"," 7.82963670","-0.58174228"," 2.49920978"," 2.52391893","-0.57221366"," 0.29270131","-0.12793431"," 0.31504510"," 0.14951019"," 1.63658162","-0.39383357","-0.30474036"," 0.15543613"," 0.04454902"
"139.05","154.47","-0.784","139.15","0.3666759","0.3883861","-1.3813956","-7.8169191"," 0.9577874"," 5.6985300","-0.5817423"," 1.4612487","-0.3798930","-2.0985985"," 1.2219703","-0.6689062"," 1.1131511"," 0.2471908"," 0.1354638","-0.2118471"," 0.2314134","-0.8080607"," 0.1178159"
"151.95","48.97","-0.755","139.04","0.3664286","0.3439022","-1.9939171","-7.816919130"," 3.599992768"," 4.193294947","-2.271008308","-0.518165553","-0.407512206"," 0.073925285"," 0.437446835","-0.414033410"," 0.063722378","-0.249484951"," 0.990606894","-0.003822586"," 0.826083455","-0.398214361","-0.099829113"
"151.67","48.97","-0.784","139.04","0.3662968","0.3547521","-1.8389232","-7.81691913","-4.27337735"," 4.19329495","-0.58174228","-0.51816555","-0.13272718"," 6.24449743"," 0.28338035"," 1.15673413"," 0.06372238","-0.45653482","-0.26368906","-0.05581567"," 0.09325378"," 0.27005215","-0.04488731"
"163.09","156.88","-0.784","139.04","0.3662143","0.4220453","-0.9494211","-7.8169191"," 0.2449578"," 7.8296367","-0.5817423","-0.5181656"," 2.2270729","-1.8155316"," 0.6895726","-0.1279343","-0.5744096","-0.4565348"," 0.6012245","-0.1840161"," 0.1806452","-1.4512773"," 0.8039999"
"153.74","138.83","-0.611","139.04","0.3661548","0.3500909","-1.9050022","-7.81691913"," 2.94516355"," 2.70420383"," 2.85275059","-0.51816555"," 0.24298062","-0.92506749"," 0.03969643","-0.96164820","-0.68296238"," 0.70601977","-0.51239979","-0.03374261","-0.18705191"," 0.37070431","-0.12856423"
"152.44","48.97","-0.784","140.09","0.3658867","0.3520771","-1.8767549","-7.81691913"," 1.35651170"," 4.19329495","-0.58174228"," 2.49920978"," 0.26729316","-0.64461026"," 0.38584352"," 1.15673413","-2.34550539"," 0.14951019","-0.11254829"," 0.11048515","-0.23673824","-0.23302792","-0.02454598"
"143.12","-1201.76","-0.755","140.09","0.3658799","0.4373402","-0.7591100","-7.81691913"," 0.45855140"," 9.07355007","-2.27100831"," 2.49920978"," 0.45880454","-2.17406141"," 1.29626595","-1.37231487","-0.78274922","-0.37348923","-0.32113449","-0.02513106"," 0.42219856"," 0.02270225"," 0.14641520"
"152.73","132.85","-0.611","139.58","0.3658244","0.3402990","-2.0463385","-7.816919130"," 2.927855679"," 5.822327589"," 2.852750591","-3.442292936"," 0.392854641","-0.953703967"," 1.004989934","-1.123285246","-0.103343959","-1.606950995"," 0.072216239"," 0.184711695"," 0.022323507","-0.285021134"," 0.005149013"
"153.95","48.97","-0.784","140.09","0.3657290","0.3644908","-1.7031462","-7.816919130"," 2.516882179"," 4.193294947","-0.581742283"," 2.499209779","-0.268210981","-0.651833488","-0.429392601"," 1.156734127","-2.345505393"," 0.149510189"," 0.023772485"," 0.025220817"," 0.056316410","-0.233027917"," 0.002544653"
"156.59","138.83","-0.755","140.09","0.3656526","0.4603297","-0.4778526","-7.81691913"," 4.15165509"," 2.70420383","-2.27100831"," 2.49920978","-1.02869745"," 1.05441034","-0.89747844","-0.28236173","-1.00978898","-0.37348923"," 0.29997723"," 0.05831289"," 0.85321438"," 1.69647567","-0.11556851"
"139.05","138.83","-0.611","140.09","0.3655989","0.3857372","-1.4163548","-7.81691913"," 0.95778736"," 2.70420383"," 2.85275059"," 2.49920978"," 0.41864915","-0.39650578"," 0.14996399","-0.96164820","-1.00978898"," 0.22397904","-0.16764981"," 0.04836279","-0.06849493","-0.87206306"," 0.02180850"
"163.09","154.47","-0.755","139.58","0.3655523","0.3769709","-1.5332470","-7.81691913"," 0.24495780"," 5.69853001","-2.27100831","-3.44229294"," 2.62929849"," 5.41637221"," 1.70446975"," 0.09309991","-1.59337458"," 1.54711716","-1.68257369","-0.73047105","-0.10726816","-1.97476104"," 0.75157659"
"139.05","138.83","-0.611","139.15","0.3654993","0.4074977","-1.1335856","-7.8169191"," 0.9577874"," 2.7042038"," 2.8527506"," 1.4612487"," 0.4186491","-0.3965058"," 1.2219703","-0.9616482","-0.7716512"," 0.6769522","-0.1676498","-0.3772865"," 0.2293104","-0.9773544","-0.1874432"
"140.71","132.85","-0.784","139.15","0.3654382","0.4128637","-1.0652533","-7.81691913"," 1.67333197"," 5.82232759","-0.58174228"," 1.46124871","-0.97454942","-0.45107105","-0.30206555","-0.06597147"," 0.22244519"," 0.24719080"," 0.34357172","-0.18369089"," 0.20038950","-0.37172184","-0.28802715"
"151.67","125.44","-0.784","140.09","0.3652871","0.3457394","-1.9673772","-7.81691913","-4.27337735"," 1.82448122","-0.58174228"," 2.49920978","-0.06388516"," 6.24449743","-1.13629709","-0.01784351"," 0.12609179"," 0.14951019"," 0.19189974"," 0.08122028"," 0.08175880"," 0.60710631"," 0.11691182"
"150.81","134.48","-0.755","140.09","0.3647724","0.3961883","-1.2793311","-7.8169191"," 3.6401449","-2.8922606","-2.2710083"," 2.4992098"," 0.2561959"," 0.8916581","-0.1810451"," 2.0665711"," 3.1595724","-0.3734892","-0.6791982","-0.2442023"," 0.4792556","-0.2102053"," 0.3963894"
"143.71","125.44","-0.611","139.15","0.3644527","0.2939648","-2.7733060","-7.81691913","-0.59698952"," 1.82448122"," 2.85275059"," 1.46124871","-0.55690493","-1.89985469"," 1.81370651","-1.55613565"," 0.27133420"," 0.67695218","-0.07312753"," 0.63162799"," 0.14802795","-0.15597094"," 0.20246709"
"152.44","48.97","-0.784","139.15","0.3644138","0.3653497","-1.6913130","-7.81691913"," 1.35651170"," 4.19329495","-0.58174228"," 1.46124871"," 0.26729316","-0.64461026"," 0.25235322"," 1.15673413","-1.13642836"," 0.24719080","-0.11254829","-0.53284040"," 0.35971974","-0.25290965"," 0.09233894"
"151.87","48.97","-0.784","139.15","0.3642506","0.3878024","-1.3890857","-7.81691913"," 2.94521985"," 4.19329495","-0.58174228"," 1.46124871","-0.63473378","-0.35695194","-0.34563537"," 1.15673413","-1.13642836"," 0.24719080","-0.08320276","-0.17438126"," 0.18991736","-0.25290965","-0.19978697"
"152.44","138.83","-0.784","139.15","0.3639099","0.3173990","-2.3921633","-7.81691913"," 1.35651170"," 2.70420383","-0.58174228"," 1.46124871"," 0.26370982","-0.64461026"," 0.25235322"," 1.24400993","-0.77165121"," 0.24719080"," 0.08916299","-0.06439729"," 0.35971974","-0.48042827","-0.01052563"
"142.24","48.97","-0.784","140.09","0.3638251","0.3206857","-2.3410666","-7.81691913","-0.84134113"," 4.19329495","-0.58174228"," 2.49920978","-0.15885003"," 1.79549287"," 0.17357624"," 1.15673413","-2.34550539"," 0.14951019"," 0.32752390"," 0.14529662","-0.73597939","-0.23302792","-0.06833997"
"152.73","48.97","-0.784","139.15","0.3638015","0.3725392","-1.5930866","-7.81691913"," 2.92785568"," 4.19329495","-0.58174228"," 1.46124871","-0.49475217","-0.98740410","-0.25126310"," 1.15673413","-1.13642836"," 0.24719080","-0.06487213","-0.07830099"," 0.29165994","-0.25290965","-0.20647892"
"148.88","156.88","-0.611","139.04","0.3635900","0.2996245","-2.6783345","-7.8169191","-7.4183936"," 7.8296367"," 2.8527506","-0.5181656"," 2.5239189"," 0.7087789","-0.8259838"," 0.7565472","-0.5744096"," 0.7060198"," 0.2618581","-1.2667092"," 0.8851042"," 0.2715391","-1.0539072"
"156.59","48.97","-0.755","139.15","0.3631466","0.3770199","-1.5325890","-7.8169191"," 4.1516551"," 4.1932949","-2.2710083"," 1.4612487","-1.2800560"," 1.0544103","-0.2149935","-0.4140334","-1.1364284","-0.9241430"," 0.7798669","-0.2639035","-0.4664911"," 1.2113682"," 0.4035431"
"143.12","156.88","-0.755","140.09","0.3630636","0.4525389","-0.5726388","-7.8169191"," 0.4585514"," 7.8296367","-2.2710083"," 2.4992098"," 0.4546176","-2.1740614"," 1.2962659","-0.6286129"," 0.3150451","-0.3734892"," 0.3982637"," 0.4169948"," 0.4221986","-0.5938273","-0.8055042"
"151.87","134.48","-0.784","140.09","0.3630128","0.2062793","-4.6259861","-7.8169191"," 2.9452198","-2.8922606","-0.5817423"," 2.4992098"," 0.8267300","-0.3569519","-0.8446916","-1.4132567"," 3.1595724"," 0.1495102"," 0.2391615"," 0.1490940","-0.2405902","-0.1686184","-0.2794528"
"152.98","138.83","-0.784","140.09","0.3629422","0.3279794","-2.2295044","-7.81691913"," 1.32687631"," 2.70420383","-0.58174228"," 2.49920978"," 0.35598919","-0.01992583"," 0.27630125"," 1.24400993","-1.00978898"," 0.14951019"," 0.01519582"," 0.12701931","-0.60639390","-0.82441261","-0.06863726"
"142.55","138.83","-0.611","139.15","0.3628377","0.2884262","-2.8682486","-7.8169191","-0.5398871"," 2.7042038"," 2.8527506"," 1.4612487"," 0.2283168","-0.3085734","-0.2338005","-0.9616482","-0.7716512"," 0.6769522"," 0.1590337","-0.1469590"," 0.6671120","-0.9773544"," 0.1389264"
"143.71","156.88","-0.784","139.58","0.3625474","0.4336438","-0.8048311","-7.81691913","-0.59698952"," 7.82963670","-0.58174228","-3.44229294","-0.56448709"," 0.02844962","-2.47233728","-0.12793431","-0.09056812"," 0.05983383"," 0.88305366"," 2.77034677"," 0.42916324"," 2.07378285"," 0.81417291"
"152.98","48.97","-0.611","139.58","0.3625455","0.3599408","-1.7662120","-7.8169191"," 1.3268763"," 4.1932949"," 2.8527506","-3.4422929"," 0.1978885","-1.9047400","-0.2439012","-0.7427007"," 3.4182114","-1.6069510"," 0.0636847"," 0.1051285"," 0.7829568"," 1.1452052","-0.0947040"
"153.95","125.44","-0.784","140.09","0.3622635","0.3865312","-1.4058585","-7.816919130"," 2.516882179"," 1.824481222","-0.581742283"," 2.499209779"," 0.442485874","-0.651833488","-0.429392601","-0.017843507"," 0.126091789"," 0.149510189","-0.078112294","-0.049423400"," 0.056316410"," 0.607106306","-0.002675566"
"145.72","-1201.76","-0.755","139.15","0.3614968","0.4653502","-0.4170015","-7.81691913","-3.28550249"," 9.07355007","-2.27100831"," 1.46124871","-0.17694706"," 1.39300624"," 0.56681892","-1.37231487"," 1.13046164","-0.92414298"," 0.09411289"," 0.04238193"," 0.35800407"," 1.36584137","-0.05559248"
"143.71","48.97","-0.784","139.04","0.3614852","0.3440079","-1.9923875","-7.81691913","-0.59698952"," 4.19329495","-0.58174228","-0.51816555"," 0.49543810"," 0.02844962"," 1.53517762"," 1.15673413"," 0.06372238","-0.45653482"," 0.26966265"," 0.21957516","-0.20322838"," 0.27005215","-0.05091458"
"139.05","134.48","-0.755","139.15","0.3610796","0.1217925","-8.1920588","-7.8169191"," 0.9577874","-2.8922606","-2.2710083"," 1.4612487"," 1.4913505"," 2.4951042"," 1.2219703"," 2.0665711","-2.1405962","-0.9241430","-0.2554352"," 2.0425911","-0.4607238","-2.7549914","-0.4126043"
"152.44","156.88","-0.784","139.04","0.3610071","0.2700515","-3.1991396","-7.8169191"," 1.3565117"," 7.8296367","-0.5817423","-0.5181656"," 0.1779923","-0.6446103","-0.4063891","-0.1279343","-0.5744096","-0.4565348","-0.2279142","-0.2525791","-0.1184324","-1.4512773"," 0.6136276"
"152.44","-625.55","-0.784","139.04","0.3607423","0.3055410","-2.5811283","-7.81691913"," 1.35651170"," 3.40717505","-0.58174228","-0.51816555","-0.04727420","-0.64461026","-0.40638905"," 0.76034762"," 2.09905288","-0.45653482"," 0.01072018"," 0.15789522","-0.11843236"," 0.29807147","-0.08083474"
"140.71","-625.55","-0.611","139.15","0.3605750","0.4028478","-1.1932132","-7.81691913"," 1.67333197"," 3.40717505"," 2.85275059"," 1.46124871","-0.57966975","-0.70486488","-0.30206555","-1.54930924"," 0.14874446"," 0.67695218"," 0.33168482","-0.50361111"," 0.19707815","-0.40678998","-0.07894954"
"145.72","-1201.76","-0.784","139.15","0.3605690","0.2586876","-3.4178505","-7.81691913","-3.28550249"," 9.07355007","-0.58174228"," 1.46124871","-0.17694706","-2.41272317"," 0.56681892","-0.71107918"," 1.13046164"," 0.24719080"," 0.14861272"," 0.04238193","-0.05950800","-0.97274699","-0.07094700"
"143.07","154.47","-0.611","139.15","0.3605565","0.5745176","0.9063833","-7.8169191","-3.7712145"," 5.6985300"," 2.8527506"," 1.4612487","-0.6171300"," 1.9325430"," 0.6038130"," 0.5758063"," 1.1131511"," 0.6769522","-0.2021646","-0.6983106","-0.1258079","-0.6017936","-0.1750714"
"156.59","134.48","-0.611","139.15","0.3605104","0.4807805","-0.2308386","-7.8169191"," 4.1516551","-2.8922606"," 2.8527506"," 1.4612487"," 0.9609523","-0.5886761","-0.2149935","-0.6533144","-2.1405962"," 0.6769522"," 0.1054467"," 0.7227533"," 0.3994971"," 1.7166086"," 1.0280568"
"143.07","133.69","-0.611","139.04","0.3603482","0.4190620","-0.9869142","-7.816919130","-3.771214452"," 5.504106923"," 2.852750591","-0.518165553","-0.431280723"," 1.932543016","-1.070297723"," 0.617293639"," 0.616884346"," 0.706019773","-0.077558329"," 0.090327126"," 0.294960515"," 0.091369960","-0.007734141"
"154.33","-339.2","-0.784","139.58","0.3602890","0.4146862","-1.0421548","-7.81691913"," 3.93512034"," 7.66218589","-0.58174228","-3.44229294","-0.04392908"," 0.92864502","-0.68973097"," 0.29312370"," 0.09305297"," 0.05983383","-0.59035068"," 0.30917279"," 0.16201159","-1.21567997","-0.10465592"
"153.95","48.97","-0.784","139.15","0.3601626","0.3596797","-1.7698501","-7.81691913"," 2.51688218"," 4.19329495","-0.58174228"," 1.46124871","-0.26821098","-0.65183349","-0.49676011"," 1.15673413","-1.13642836"," 0.24719080"," 0.02377249","-0.18975452"," 0.17166029","-0.25290965","-0.14607508"
"156.59","138.83","-0.784","139.04","0.3594447","0.3050815","-2.5886050","-7.81691913"," 4.15165509"," 2.70420383","-0.58174228","-0.51816555","-1.02869745","-0.46573428"," 0.28983924"," 1.24400993","-0.68296238","-0.45653482"," 0.04207163","-0.09974187"," 0.06586078"," 0.39873418"," 0.16551813"
"152.73","-332.15","-0.784","139.58","0.3592745","0.2764641","-3.0806906","-7.81691913"," 2.92785568"," 7.33348492","-0.58174228","-3.44229294"," 0.44912053","-0.98740410"," 1.00498993"," 0.16542192","-0.95793387"," 0.05983383","-0.61856907"," 0.27516146","-0.21997915","-0.65372601","-0.01799228"
"151.67","138.83","-0.784","140.09","0.3592389","0.2984566","-2.6977690","-7.81691913","-4.27337735"," 2.70420383","-0.58174228"," 2.49920978","-0.24706319"," 6.24449743","-1.13629709"," 1.24400993","-1.00978898"," 0.14951019"," 0.12007545"," 0.02238236"," 0.08175880","-0.82441261"," 0.12618381"
"139.05","48.97","-0.755","139.58","0.3589725","0.3667431","-1.6721589","-7.8169191"," 0.9577874"," 4.1932949","-2.2710083","-3.4422929"," 0.7582930"," 2.4951042","-0.9977348","-0.4140334"," 3.4182114"," 1.5471172"," 0.1818931"," 0.3365431"," 0.9007229","-1.3610906","-0.1580468"
"142.24","138.83","-0.611","140.09","0.3588988","0.3362655","-2.1056191","-7.816919130","-0.841341132"," 2.704203832"," 2.852750591"," 2.499209779","-0.327581872"," 1.790750401"," 0.173576244","-0.961648198","-1.009788983"," 0.223979039","-0.108145944"," 0.172400159","-0.579863542","-0.872063058","-0.005137293"
"153.74","132.85","-0.611","139.58","0.3587056","0.3058356","-2.5763415","-7.81691913"," 2.94516355"," 5.82232759"," 2.85275059","-3.44229294"," 0.05968034","-0.92506749"," 0.88763259","-1.12328525","-0.10334396","-1.60695099","-0.16927288"," 0.25677901","-0.04150359","-0.28502113"," 0.11298214"
"154.33","134.48","-0.784","139.04","0.3585790","0.1301828","-7.6536095","-7.816919130"," 3.935120335","-2.892260649","-0.581742283","-0.518165553"," 1.189899394"," 0.928645022"," 1.104085928","-1.413256731","-1.764524069","-0.456534822"," 0.848390048","-0.218094091","-0.490302137"," 0.485449238"," 0.006599955"
"163.09","48.97","-0.784","139.58","0.3583681","0.3359881","-2.1097203","-7.81691913"," 0.24495780"," 4.19329495","-0.58174228","-3.44229294"," 1.58169395","-1.81553157"," 1.70446975"," 1.15673413"," 3.41821137"," 0.05983383"," 0.97894734","-1.56786573","-0.07252119"," 0.21588541","-0.36687603"
"151.95","133.69","-0.611","139.58","0.3581676","0.3302512","-2.1952470","-7.8169191"," 3.5999928"," 5.5041069"," 2.8527506","-3.4422929","-0.6451872","-0.8731188"," 0.5337492"," 0.6172936","-2.0725796","-1.6069510"," 1.1444437"," 0.3966386"," 0.3260972","-0.3391092","-0.3741618"
"163.09","138.83","-0.755","140.09","0.3580552","0.3349946","-2.1244330","-7.8169191"," 0.2449578"," 2.7042038","-2.2710083"," 2.4992098"," 1.6643176"," 5.4163722"," 0.5682477","-0.2823617","-1.0097890","-0.3734892","-2.9965947","-1.0042418","-0.5538324"," 1.6964757","-0.6099813"
"140.71","-1201.76","-0.755","139.15","0.3580276","0.5579046","0.7005189","-7.8169191"," 1.6733320"," 9.0735501","-2.2710083"," 1.4612487","-0.3480809"," 1.1559359","-0.3020655","-1.3723149"," 1.1304616","-0.9241430","-1.2475875"," 0.3738273","-0.3974676"," 1.3658414","-0.8540913"
"154.33","138.83","-0.784","139.58","0.3572058","0.4657752","-0.4118569","-7.816919130"," 3.935120335"," 2.704203832","-0.581742283","-3.442292936","-0.007541944"," 0.928645022","-0.689730972"," 1.244009931"," 2.464402569"," 0.059833833","-0.458819102"," 0.019344598"," 0.162011592"," 0.906106699"," 0.161511016"
"143.12","125.44","-0.611","139.15","0.3570390","0.3393066","-2.0608637","-7.81691913"," 0.45855140"," 1.82448122"," 2.85275059"," 1.46124871","-0.70268991"," 1.03994982","-1.03726638","-1.55613565"," 0.27133420"," 0.67695218","-0.21320177"," 0.05696827"," 0.67912975","-0.15597094"," 0.09995388"
"142.55","-625.55","-0.784","140.09","0.3568810","0.3882947","-1.3825995","-7.8169191298","-0.5398870643"," 3.4071750506","-0.5817422832"," 2.4992097793"," 0.1200486548"," 0.2624329694"," 0.9570685730"," 0.7603476246","-1.1161581376"," 0.1495101888"," 0.1889016060"," 0.0259435587"," 0.1096031396"," 0.1912682705"," 0.0005976904"
"141.82","-1201.76","-0.611","139.04","0.3568280","0.4174203","-1.0076039"," -7.81691913","-11.95334524","  9.07355007","  2.85275059"," -0.51816555"," -0.65109635","  5.45354654"," -0.57089443","  2.08339405","  0.67780835","  0.70601977"," -0.72705332"," -0.10267902","  0.67144703"," -0.10379903"," -0.08216823"
"140.71","48.97","-0.784","139.04","0.3566483","0.2993828","-2.6823497","-7.81691913"," 1.67333197"," 4.19329495","-0.58174228","-0.51816555","-0.10191715","-0.45107105","-0.31152931"," 1.15673413"," 0.06372238","-0.45653482"," 0.43643054"," 0.02389224","-0.27471694"," 0.27005215"," 0.01278823"
"143.07","156.88","-0.611","139.04","0.3564598","0.3135205","-2.4531533","-7.81691913","-3.77121445"," 7.82963670"," 2.85275059","-0.51816555","-0.07905911"," 1.93254302","-1.07029772"," 0.75654724","-0.57440960"," 0.70601977","-2.34326095","-1.06838404"," 0.29496051"," 0.27153911"," 0.14456032"
"151.67","48.97","-0.784","139.15","0.3561494","0.3726048","-1.5921965","-7.81691913","-4.27337735"," 4.19329495","-0.58174228"," 1.46124871","-0.13272718"," 6.24449743"," 1.18315005"," 1.15673413","-1.13642836"," 0.24719080","-0.26368906"," 0.07946117","-1.36667984","-0.25290965","-0.33330087"
"142.24","48.97","-0.784","139.15","0.3559382","0.3336343","-2.1446437","-7.8169191","-0.8413411"," 4.1932949","-0.5817423"," 1.4612487","-0.1588500"," 1.7954929","-0.9773813"," 1.1567341","-1.1364284"," 0.2471908"," 0.3275239","-0.3301131"," 0.6525019","-0.2529096"," 0.1170540"
"143.12","134.48","-0.611","140.09","0.3555505","0.5001960","0.00235248","-7.81691913"," 0.45855140","-2.89226065"," 2.85275059"," 2.49920978","-0.01910183"," 1.03994982"," 1.29626595","-0.65331437"," 3.15957239"," 0.22397904"," 0.24387052","-0.47026126","-0.21872111"," 0.37882371","-0.08004236"
"140.71","156.88","-0.784","139.58","0.3553815","0.3947882","-1.2975515","-7.81691913"," 1.67333197"," 7.82963670","-0.58174228","-3.44229294","-2.05426566","-0.45107105","-0.51196535","-0.12793431","-0.09056812"," 0.05983383"," 1.84424041"," 1.03179304","-0.92071931"," 2.07378285"," 0.18730781"
"139.05","-625.55","-0.611","139.15","0.3550826","0.4288562","-0.8642990","-7.81691913"," 0.95778736"," 3.40717505"," 2.85275059"," 1.46124871","-0.90308879","-0.39650578"," 1.22197030","-1.54930924"," 0.14874446"," 0.67695218","-0.02343814","-0.67454194"," 0.22931043","-0.40678998","-0.04964509"
"142.24","125.44","-0.611","139.15","0.3546999","0.3289641","-2.2146279","-7.81691913","-0.84134113"," 1.82448122"," 2.85275059"," 1.46124871","-0.20509530"," 1.79075040","-0.97738132","-1.55613565"," 0.27133420"," 0.67695218"," 0.09830413","-0.24342391"," 0.80158341","-0.15597094","-0.19576535"
"142.55","48.97","-0.784","140.09","0.3539710","0.3548572","-1.8374413","-7.81691913","-0.53988706"," 4.19329495","-0.58174228"," 2.49920978"," 0.26487095"," 0.26243297"," 0.95706857"," 1.15673413","-2.34550539"," 0.14951019"," 0.14357755","-0.01896324"," 0.10960314","-0.23302792","-0.03769850"
"141.82","156.88","-0.611","139.04","0.3536016","0.3382923","-2.0757500"," -7.8169191","-11.9533452","  7.8296367","  2.8527506"," -0.5181656"," -0.8218058","  5.4535465"," -0.5708944","  0.7565472"," -0.5744096","  0.7060198","  0.6049750","  0.7272604","  0.6714470","  0.2715391","  0.3060674"
