"alcohol","base","sulfonyl_fluoride","y.obs","mu.hat","g(mu.hat)","intercept","a","b","sf","a:b","a:sf","b:sf","a:b:sf"
"1d","DBU","4-NO2","0.4800000","0.4188803","-0.9892022","-2.8710504"," 2.0562434","-2.4450746"," 0.5835699"," 1.6871095"," 0.0000000"," 0.0000000"," 0.0000000"
"1d","MTBD","4-NO2","0.4800000","0.5188510","0.2264053","-2.8710504"," 2.0562434"," 0.2834581"," 0.5835699"," 0.1741844"," 0.0000000"," 0.0000000"," 0.0000000"
"1o","MTBD","PBSF","0.4800000","0.4471657","-0.6383042","-2.8710504","-6.1674289"," 0.2834581"," 2.8621583"," 0.0000000"," 5.4131540","-0.1585953"," 0.0000000"
"1b","BTMG","PBSF","0.4800000","0.6023860","1.2608206","-2.8710504"," 3.4448452"," 0.8754462"," 2.8621583"," 0.5201958","-3.5707744"," 0.0000000"," 0.0000000"
"1s","BTPP","4-NO2","0.4800000","0.4179194","-1.0013102","-2.8710504"," 0.0000000"," 1.2861703"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1v","MTBD","4-Cl","0.4800000","0.3368026","-2.0976880","-2.8710504"," 2.2545213"," 0.2834581","-1.3908598"," 1.1579911","-1.6437026"," 0.1119543"," 0.0000000"
"1e","DBU","4-CF3","0.4700000","0.5497609","0.6007131","-2.8710504"," 7.1904794","-2.4450746"," 0.4158699","-1.6895111"," 0.0000000"," 0.0000000"," 0.0000000"
"1i","BTPP","PBSF","0.4700000","0.6157352","1.4358576","-2.87105042826","-0.00001574707"," 1.28617027124"," 2.86215826566"," 0.00000000000"," 0.00000000000"," 0.15859527490"," 0.00000000000"
"1l","DBU","4-CF3","0.4700000","0.4693225","-0.3689641","-2.8710504"," 3.3755930","-2.4450746"," 0.4158699"," 1.1556980"," 0.0000000"," 0.0000000"," 0.0000000"
"1l","BTMG","4-CF3","0.4700000","0.5649966","0.7879952","-2.8710504"," 3.3755930"," 0.8754462"," 0.4158699","-1.0078635"," 0.0000000"," 0.0000000"," 0.0000000"
"1d","MTBD","4-CF3","0.4700000","0.5048918","0.05870527","-2.8710504"," 2.0562434"," 0.2834581"," 0.4158699"," 0.1741844"," 0.0000000"," 0.0000000"," 0.0000000"
"1s","BTPP","4-Cl","0.4700000","0.2941604","-2.7699900","-2.8710504"," 0.0000000"," 1.2861703","-1.3908598"," 0.0000000"," 0.0000000"," 0.2057500"," 0.0000000"
"1s","BTPP","PBSF","0.4700000","0.6157364","1.4358734","-2.8710504"," 0.0000000"," 1.2861703"," 2.8621583"," 0.0000000"," 0.0000000"," 0.1585953"," 0.0000000"
"1t","DBU","PBSF","0.4700000","0.3690636","-1.6403881","-2.8710504283"," 3.2477845218","-2.4450745702"," 2.8621582657"," 0.0001250486","-2.4343308998"," 0.0000000000"," 0.0000000000"
"1u","MTBD","4-CF3","0.4700000","0.3823544","-1.4612385","-2.8710504"," 1.3204795"," 0.2834581"," 0.4158699","-0.6099956"," 0.0000000"," 0.0000000"," 0.0000000"
"1aa","BTMG","4-CF3","0.4700000","0.5368969","0.4442175","-2.8710504"," 2.0239518"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1j","BTPP","PBSF","0.4600000","0.6179593","1.4654141","-2.8710504"," 5.1135084"," 1.2861703"," 2.8621583","-1.2077938","-3.7047690"," 0.1585953","-0.1714049"
"1l","BTPP","4-Cl","0.4600000","0.4773632","-0.2719765","-2.87105042826"," 3.37559302829"," 1.28617027124","-1.39085984465","-0.00004292009","-0.87753665375"," 0.20575004917"," 0.00000000000"
"1t","DBU","4-NO2","0.4600000","0.3805985","-1.4846455","-2.8710504283"," 3.2477845218","-2.4450745702"," 0.5835699250"," 0.0001250486"," 0.0000000000"," 0.0000000000"," 0.0000000000"
"1u","MTBD","4-NO2","0.4600000","0.3950963","-1.2935385","-2.8710504"," 1.3204795"," 0.2834581"," 0.5835699","-0.6099956"," 0.0000000"," 0.0000000"," 0.0000000"
"1z","DBU","4-Cl","0.4600000","0.4038364","-1.1805028","-2.8710504"," 7.2242014","-2.4450746","-1.3908598","-0.8248859","-0.8410342","-0.3177044"," 0.2859052"
"1ah","DBU","PyFluor","0.4600000","0.2516703","-3.5591252","-2.87105042826"," 1.38784698762","-2.44507457024","-2.47073822204"," 2.52214740957"," 0.00003926877"," 0.31770436888"," 0.00000000000"
"1aj","BTMG","4-CF3","0.4600000","0.5361338","0.4349717","-2.8710504"," 3.4564283"," 0.8754462"," 0.4158699","-1.4417223"," 0.0000000"," 0.0000000"," 0.0000000"
"1i","BTPP","4-CF3","0.4500000","0.4047303","-1.1690260","-2.87105042826","-0.00001574707"," 1.28617027124"," 0.41586987605"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1d","DBU","PyFluor","0.4500000","0.2839985","-2.9456598","-2.8710504"," 2.0562434","-2.4450746","-2.4707382"," 1.6871095"," 0.7801462"," 0.3177044"," 0.0000000"
"1o","BTPP","PBSF","0.4500000","0.5563649","0.6815985","-2.8710504","-6.1674289"," 1.2861703"," 2.8621583"," 0.0000000"," 5.4131540"," 0.1585953"," 0.0000000"
"1s","BTMG","4-Cl","0.4500000","0.2602808","-3.3864641","-2.8710504"," 0.0000000"," 0.8754462","-1.3908598"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1af","BTPP","PBSF","0.4500000","0.5079578","0.09550795","-2.8710504"," 1.0318576"," 1.2861703"," 2.8621583"," 0.0000000","-2.3722230"," 0.1585953"," 0.0000000"
"1ak","DBU","4-CF3","0.4500000","0.4966489","-0.04021373","-2.8710504"," 5.5251305","-2.4450746"," 0.4158699","-0.6650891"," 0.0000000"," 0.0000000"," 0.0000000"
"1q","MTBD","PBSF","0.4400000","0.5096621","0.1159707","-2.8710504"," 0.0000000"," 0.2834581"," 2.8621583"," 0.0000000"," 0.0000000","-0.1585953"," 0.0000000"
"1r","MTBD","PBSF","0.4400000","0.4946966","-0.06364482","-2.8710504"," 4.8226312"," 0.2834581"," 2.8621583","-3.1295055","-3.6702242","-0.1585953"," 1.7974829"
"1s","BTMG","4-CF3","0.4400000","0.3735247","-1.5797343","-2.8710504"," 0.0000000"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1s","BTPP","4-CF3","0.4400000","0.4047315","-1.1690103","-2.8710504"," 0.0000000"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1aa","MTBD","4-NO2","0.4400000","0.5574672","0.6951407","-2.8710504"," 2.0239518"," 0.2834581"," 0.5835699"," 0.6752113"," 0.0000000"," 0.0000000"," 0.0000000"
"1ac","BTPP","4-NO2","0.4400000","0.5354709","0.4269421","-2.8710504"," 5.3504691"," 1.2861703"," 0.5835699","-1.4681437","-2.4540731"," 0.0000000"," 0.0000000"
"1ad","BTPP","PyFluor","0.4400000","0.5541476","0.6543946","-2.87105042826"," 1.62590153536"," 1.28617027124","-2.47073822204","-0.00001162131"," 3.44846838173","-0.36434532407"," 0.00000000000"
"1af","BTPP","4-NO2","0.4400000","0.5025456","0.03054735","-2.8710504"," 1.0318576"," 1.2861703"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ah","DBU","4-NO2","0.4400000","0.4322140","-0.8225607","-2.8710504"," 1.3878470","-2.4450746"," 0.5835699"," 2.5221474"," 0.0000000"," 0.0000000"," 0.0000000"
"1aj","MTBD","PyFluor","0.4400000","0.3845925","-1.4315120","-2.87105043"," 3.45642828"," 0.28345809","-2.47073822"," 0.42468762","-0.30093830"," 0.04664096"," 0.00000000"
"1j","DBU","4-Cl","0.4300000","0.3496794","-1.9108719","-2.8710504283"," 5.1135084016","-2.4450745702","-1.3908598447"," 0.0001968842"," 0.0001119959","-0.3177043689"," 0.0000000000"
"1t","DBU","4-CF3","0.4300000","0.3681889","-1.6523456","-2.8710504283"," 3.2477845218","-2.4450745702"," 0.4158698760"," 0.0001250486"," 0.0000000000"," 0.0000000000"," 0.0000000000"
"1v","BTPP","PyFluor","0.4300000","0.4874284","-0.1509169","-2.8710504"," 2.2545213"," 1.2861703","-2.4707382","-0.7127915"," 2.7273170","-0.3643453"," 0.0000000"
"1ac","BTMG","4-NO2","0.4300000","0.6193803","1.4843617","-2.8710504"," 5.3504691"," 0.8754462"," 0.5835699"," 0.0000000","-2.4540731"," 0.0000000"," 0.0000000"
"1ad","MTBD","4-Cl","0.4300000","0.2584004","-3.4235340","-2.8710504"," 1.6259015"," 0.2834581","-1.3908598","-1.1829377"," 0.0000000"," 0.1119543"," 0.0000000"
"1ad","BTPP","PBSF","0.4300000","0.4678546","-0.3867051","-2.87105042826"," 1.62590153536"," 1.28617027124"," 2.86215826566","-0.00001162131","-3.44846838173"," 0.15859527490"," 0.00000000000"
"1af","MTBD","PyFluor","0.4300000","0.3714695","-1.6076090","-2.87105043"," 1.03185758"," 0.28345809","-2.47073822"," 0.00000000"," 2.37222302"," 0.04664096"," 0.00000000"
"1af","MTBD","4-CF3","0.4300000","0.4070066","-1.1398649","-2.8710504"," 1.0318576"," 0.2834581"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ah","MTBD","PyFluor","0.4300000","0.2521924","-3.5484381","-2.87105042826"," 1.38784698762"," 0.28345809354","-2.47073822204"," 0.07536521857"," 0.00003926877"," 0.04664095520"," 0.00000000000"
"1e","DBU","4-Cl","0.4200000","0.3776873","-1.5236221","-2.87105042826"," 7.19047940096","-2.44507457024","-1.39085984465","-1.68951114883"," 0.00009886743","-0.31770436888"," 0.00000000000"
"1a","BTPP","4-Cl","0.4200000","0.4793436","-0.2481307","-2.8710504"," 3.7490089"," 1.2861703","-1.3908598","-1.2271497"," 0.0000000"," 0.2057500"," 0.0000000"
"1r","MTBD","4-NO2","0.4200000","0.4741336","-0.3108966","-2.8710504"," 4.8226312"," 0.2834581"," 0.5835699","-3.1295055"," 0.0000000"," 0.0000000"," 0.0000000"
"1u","BTPP","4-NO2","0.4200000","0.5265521","0.3191653","-2.871050428263"," 1.320479493207"," 1.286170271239"," 0.583569924985","-0.000004009288"," 0.000000000000"," 0.000000000000"," 0.000000000000"
"1v","DBU","PyFluor","0.4200000","0.3113690","-2.4873205","-2.8710504"," 2.2545213","-2.4450746","-2.4707382"," 0.0000000"," 2.7273170"," 0.3177044"," 0.0000000"
"1aa","BTMG","PyFluor","0.4200000","0.3142014","-2.4423906","-2.8710504"," 2.0239518"," 0.8754462","-2.4707382"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ad","MTBD","4-CF3","0.4200000","0.3626374","-1.7287586","-2.8710504"," 1.6259015"," 0.2834581"," 0.4158699","-1.1829377"," 0.0000000"," 0.0000000"," 0.0000000"
"1ad","BTMG","PBSF","0.4200000","0.4215200","-0.9560128","-2.8710504"," 1.6259015"," 0.8754462"," 2.8621583"," 0.0000000","-3.4484684"," 0.0000000"," 0.0000000"
"1a","BTMG","4-Cl","0.4100000","0.4667000","-0.4006677","-2.8710504"," 3.7490089"," 0.8754462","-1.3908598","-0.7632125"," 0.0000000"," 0.0000000"," 0.0000000"
"1l","MTBD","PyFluor","0.4100000","0.4254850","-0.9063515","-2.87105043"," 3.37559303"," 0.28345809","-2.47073822","-0.14779155"," 0.87753665"," 0.04664096"," 0.00000000"
"1d","DBU","4-CF3","0.4100000","0.4056758","-1.1569022","-2.8710504"," 2.0562434","-2.4450746"," 0.4158699"," 1.6871095"," 0.0000000"," 0.0000000"," 0.0000000"
"1q","MTBD","4-NO2","0.4100000","0.3432050","-2.0040224","-2.8710504"," 0.0000000"," 0.2834581"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1b","MTBD","4-NO2","0.4100000","0.4061444","-1.1508993","-2.8710504"," 3.4448452"," 0.2834581"," 0.5835699","-2.5917221"," 0.0000000"," 0.0000000"," 0.0000000"
"1r","MTBD","PyFluor","0.4100000","0.3835089","-1.4458889","-2.87105043"," 4.82263125"," 0.28345809","-2.47073822","-3.12950547"," 3.67015788"," 0.04664096","-1.79748293"
"1t","MTBD","PyFluor","0.4100000","0.4289118","-0.8636063","-2.8710504283"," 3.2477845218"," 0.2834580935","-2.4707382220","-0.0001151876"," 0.9004140065"," 0.0466409552"," 0.0000000000"
"1u","BTPP","4-Cl","0.4100000","0.4774638","-0.2707645","-2.871050428263"," 1.320479493207"," 1.286170271239","-1.390859844654","-0.000004009288"," 1.178749981094"," 0.205750049174"," 0.000000000000"
"1v","BTMG","4-CF3","0.4100000","0.5191155","0.2295874","-2.8710504"," 2.2545213"," 0.8754462"," 0.4158699","-0.4451996"," 0.0000000"," 0.0000000"," 0.0000000"
"1ad","BTMG","4-Cl","0.4100000","0.3603465","-1.7605625","-2.8710504"," 1.6259015"," 0.8754462","-1.3908598"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1af","DBU","4-NO2","0.4100000","0.2448872","-3.7006975","-2.8710504"," 1.0318576","-2.4450746"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1af","BTMG","4-CF3","0.4100000","0.4545704","-0.5478768","-2.8710504"," 1.0318576"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1aj","BTPP","4-Cl","0.4100000","0.3960063","-1.2816976","-2.8710504"," 3.4564283"," 1.2861703","-1.3908598","-1.1609944","-0.8071415"," 0.2057500"," 0.0000000"
"1a","DBU","4-Cl","0.4000000","0.3504290","-1.9001852","-2.8710504"," 3.7490089","-2.4450746","-1.3908598"," 1.3754951"," 0.0000000","-0.3177044"," 0.0000000"
"1i","BTMG","4-NO2","0.4000000","0.3860627","-1.4120500","-2.87105042826","-0.00001574707"," 0.87544620546"," 0.58356992498"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1l","DBU","PyFluor","0.4000000","0.3393430","-2.0603312","-2.8710504"," 3.3755930","-2.4450746","-2.4707382"," 1.1556980"," 0.8775367"," 0.3177044"," 0.0000000"
"1d","MTBD","PyFluor","0.4000000","0.3434054","-2.0011157","-2.87105043"," 2.05624335"," 0.28345809","-2.47073822"," 0.17418437"," 0.78014621"," 0.04664096"," 0.00000000"
"1d","BTMG","4-NO2","0.4000000","0.5533164","0.6442091","-2.8710504"," 2.0562434"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1o","DBU","PBSF","0.4000000","0.2695663","-3.2082416","-2.8710504","-6.1674289","-2.4450746"," 2.8621583"," 0.0000000"," 5.4131540"," 0.0000000"," 0.0000000"
"1q","DBU","4-NO2","0.4000000","0.2024202","-4.7325551","-2.8710504"," 0.0000000","-2.4450746"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1s","MTBD","4-NO2","0.4000000","0.3432050","-2.0040224","-2.8710504"," 0.0000000"," 0.2834581"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1u","DBU","4-CF3","0.4000000","0.2826353","-2.9697761","-2.8710504"," 1.3204795","-2.4450746"," 0.4158699"," 0.6099996"," 0.0000000"," 0.0000000"," 0.0000000"
"1ac","DBU","4-NO2","0.4000000","0.4599465","-0.4825045","-2.8710504"," 5.3504691","-2.4450746"," 0.5835699"," 1.3536546","-2.4540731"," 0.0000000"," 0.0000000"
"1ad","DBU","4-CF3","0.4000000","0.3372287","-2.0914043","-2.8710504"," 1.6259015","-2.4450746"," 0.4158699"," 1.1829493"," 0.0000000"," 0.0000000"," 0.0000000"
"1a","DBU","PBSF","0.3900000","0.5366951","0.4417720","-2.8710504"," 3.7490089","-2.4450746"," 2.8621583"," 1.3754951","-2.2287653"," 0.0000000"," 0.0000000"
"1l","BTMG","PyFluor","0.3900000","0.4006858","-1.2210763","-2.8710504"," 3.3755930"," 0.8754462","-2.4707382","-1.0078635"," 0.8775367"," 0.0000000"," 0.0000000"
"1d","BTMG","PyFluor","0.3900000","0.3698282","-1.6299529","-2.8710504"," 2.0562434"," 0.8754462","-2.4707382"," 0.0000000"," 0.7801462"," 0.0000000"," 0.0000000"
"1d","BTMG","4-CF3","0.3900000","0.5395596","0.4765090","-2.8710504"," 2.0562434"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1q","MTBD","4-CF3","0.3900000","0.3318199","-2.1717225","-2.8710504"," 0.0000000"," 0.2834581"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1s","MTBD","PBSF","0.3900000","0.5096621","0.1159707","-2.8710504"," 0.0000000"," 0.2834581"," 2.8621583"," 0.0000000"," 0.0000000","-0.1585953"," 0.0000000"
"1s","BTMG","PBSF","0.3900000","0.5713249","0.8665540","-2.8710504"," 0.0000000"," 0.8754462"," 2.8621583"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1w","BTPP","4-NO2","0.3900000","0.3429608","-2.0075651","-2.8710504","-1.0062548"," 1.2861703"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1af","BTMG","PyFluor","0.3900000","0.4130995","-1.0622618","-2.8710504"," 1.0318576"," 0.8754462","-2.4707382"," 0.0000000"," 2.3722230"," 0.0000000"," 0.0000000"
"1ak","DBU","4-Cl","0.3900000","0.3322930","-2.1646478","-2.8710504"," 5.5251305","-2.4450746","-1.3908598","-0.6650891"," 0.0000000","-0.3177044"," 0.0000000"
"1i","MTBD","PBSF","0.3800000","0.5096607","0.1159549","-2.87105042826","-0.00001574707"," 0.28345809354"," 2.86215826566"," 0.00000000000"," 0.00000000000","-0.15859527490"," 0.00000000000"
"1i","BTPP","PyFluor","0.3800000","0.2140643","-4.4199795","-2.87105042826","-0.00001574707"," 1.28617027124","-2.47073822204"," 0.00000000000"," 0.00000000000","-0.36434532407"," 0.00000000000"
"1q","DBU","4-CF3","0.3800000","0.1965705","-4.9002551","-2.8710504"," 0.0000000","-2.4450746"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1q","BTMG","4-NO2","0.3800000","0.3860639","-1.4120343","-2.8710504"," 0.0000000"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1r","MTBD","4-CF3","0.3800000","0.4602684","-0.4785967","-2.8710504"," 4.8226312"," 0.2834581"," 0.4158699","-3.1295055"," 0.0000000"," 0.0000000"," 0.0000000"
"1s","MTBD","4-Cl","0.3800000","0.2372529","-3.8664979","-2.8710504"," 0.0000000"," 0.2834581","-1.3908598"," 0.0000000"," 0.0000000"," 0.1119543"," 0.0000000"
"1s","MTBD","4-CF3","0.3800000","0.3318199","-2.1717225","-2.8710504"," 0.0000000"," 0.2834581"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1t","DBU","4-Cl","0.3800000","0.3270976","-2.2428627","-2.8710504283"," 3.2477845218","-2.4450745702","-1.3908598447"," 0.0001250486"," 1.5339168933","-0.3177043689"," 0.0000000000"
"1u","DBU","4-NO2","0.3800000","0.2922739","-2.8020760","-2.8710504"," 1.3204795","-2.4450746"," 0.5835699"," 0.6099996"," 0.0000000"," 0.0000000"," 0.0000000"
"1u","MTBD","4-Cl","0.3800000","0.3450540","-1.9772639","-2.8710504"," 1.3204795"," 0.2834581","-1.3908598","-0.6099956"," 1.1787500"," 0.1119543"," 0.0000000"
"1aa","MTBD","PyFluor","0.3800000","0.3225363","-2.3125265","-2.87105043"," 2.02395183"," 0.28345809","-2.47073822"," 0.67521132"," 0.00000000"," 0.04664096"," 0.00000000"
"1aa","BTMG","4-Cl","0.3800000","0.3898220","-1.3625122","-2.8710504"," 2.0239518"," 0.8754462","-1.3908598"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1af","DBU","PyFluor","0.3800000","0.2285364","-4.0650782","-2.8710504"," 1.0318576","-2.4450746","-2.4707382"," 0.0000000"," 2.3722230"," 0.3177044"," 0.0000000"
"1af","BTMG","PBSF","0.3800000","0.4606627","-0.4738114","-2.8710504"," 1.0318576"," 0.8754462"," 2.8621583"," 0.0000000","-2.3722230"," 0.0000000"," 0.0000000"
"1ah","DBU","4-CF3","0.3800000","0.4187962","-0.9902607","-2.8710504"," 1.3878470","-2.4450746"," 0.4158699"," 2.5221474"," 0.0000000"," 0.0000000"," 0.0000000"
"1ah","MTBD","4-NO2","0.3800000","0.4551507","-0.5408102","-2.87105043"," 1.38784699"," 0.28345809"," 0.58356992"," 0.07536522"," 0.00000000"," 0.00000000"," 0.00000000"
"1b","MTBD","PBSF","0.3700000","0.3878405","-1.3885832","-2.8710504"," 3.4448452"," 0.2834581"," 2.8621583","-2.5917221","-3.5707744","-0.1585953"," 1.2130974"
"1s","DBU","4-NO2","0.3700000","0.2024202","-4.7325551","-2.8710504"," 0.0000000","-2.4450746"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1t","BTMG","PyFluor","0.3700000","0.4735326","-0.3181439","-2.8710504"," 3.2477845"," 0.8754462","-2.4707382"," 0.0000000"," 0.9004140"," 0.0000000"," 0.0000000"
"1aa","DBU","4-CF3","0.3700000","0.3711739","-1.6116275","-2.8710504"," 2.0239518","-2.4450746"," 0.4158699"," 1.2646758"," 0.0000000"," 0.0000000"," 0.0000000"
"1aa","MTBD","4-CF3","0.3700000","0.5437509","0.5274407","-2.8710504"," 2.0239518"," 0.2834581"," 0.4158699"," 0.6752113"," 0.0000000"," 0.0000000"," 0.0000000"
"1ac","MTBD","4-NO2","0.3700000","0.5825209","1.0068628","-2.8710504"," 5.3504691"," 0.2834581"," 0.5835699"," 0.1144891","-2.4540731"," 0.0000000"," 0.0000000"
"1ah","MTBD","4-CF3","0.3700000","0.4414456","-0.7085103","-2.87105043"," 1.38784699"," 0.28345809"," 0.41586988"," 0.07536522"," 0.00000000"," 0.00000000"," 0.00000000"
"1i","MTBD","4-NO2","0.3600000","0.3432039","-2.0040382","-2.87105042826","-0.00001574707"," 0.28345809354"," 0.58356992498"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1k","BTPP","PBSF","0.3600000","0.3663624","-1.6773872","-2.8710504","-2.4237469"," 1.2861703"," 2.8621583"," 0.0000000","-0.6895136"," 0.1585953"," 0.0000000"
"1b","MTBD","4-Cl","0.3600000","0.3322340","-2.1655296","-2.8710504"," 3.4448452"," 0.2834581","-1.3908598","-2.5917221"," 1.7645568"," 0.1119543","-0.9167117"
"1b","MTBD","4-CF3","0.3600000","0.3931746","-1.3185993","-2.8710504"," 3.4448452"," 0.2834581"," 0.4158699","-2.5917221"," 0.0000000"," 0.0000000"," 0.0000000"
"1r","MTBD","4-Cl","0.3600000","0.3317141","-2.1733058","-2.87105042826"," 4.82263124507"," 0.28345809354","-1.39085984465","-3.12950546660"," 0.00006631007"," 0.11195431970"," 0.00000000000"
"1s","DBU","4-CF3","0.3600000","0.1965705","-4.9002551","-2.8710504"," 0.0000000","-2.4450746"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1v","BTMG","PyFluor","0.3600000","0.5058575","0.07029628","-2.8710504"," 2.2545213"," 0.8754462","-2.4707382","-0.4451996"," 2.7273170"," 0.0000000"," 0.0000000"
"1w","BTPP","PyFluor","0.3600000","0.2756698","-3.0951806","-2.8710504","-1.0062548"," 1.2861703","-2.4707382"," 0.0000000"," 2.3310379","-0.3643453"," 0.0000000"
"1x","BTPP","4-CF3","0.3600000","0.2936816","-2.7781116","-2.8710504","-1.6091013"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ad","DBU","4-NO2","0.3600000","0.3487812","-1.9237042","-2.8710504"," 1.6259015","-2.4450746"," 0.5835699"," 1.1829493"," 0.0000000"," 0.0000000"," 0.0000000"
"1af","BTPP","4-CF3","0.3600000","0.4885742","-0.1371527","-2.8710504"," 1.0318576"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1q","DBU","PyFluor","0.3500000","0.1333132","-7.4691589","-2.8710504"," 0.0000000","-2.4450746","-2.4707382"," 0.0000000"," 0.0000000"," 0.3177044"," 0.0000000"
"1v","DBU","PBSF","0.3500000","0.3959016","-1.2830598","-2.8710504"," 2.2545213","-2.4450746"," 2.8621583"," 0.0000000","-1.0836144"," 0.0000000"," 0.0000000"
"1v","BTPP","4-NO2","0.3500000","0.5448173","0.5404196","-2.8710504"," 2.2545213"," 1.2861703"," 0.5835699","-0.7127915"," 0.0000000"," 0.0000000"," 0.0000000"
"1ad","BTPP","4-Cl","0.3500000","0.4066755","-1.1441000","-2.87105042826"," 1.62590153536"," 1.28617027124","-1.39085984465","-0.00001162131"," 0.00000000000"," 0.20575004917"," 0.00000000000"
"1aj","MTBD","4-Cl","0.3500000","0.4346376","-0.7925235","-2.8710504"," 3.4564283"," 0.2834581","-1.3908598"," 0.4246876","-0.8071415"," 0.1119543"," 0.0000000"
"1i","BTMG","4-CF3","0.3400000","0.3735235","-1.5797501","-2.87105042826","-0.00001574707"," 0.87544620546"," 0.41586987605"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1l","MTBD","4-Cl","0.3400000","0.3782380","-1.5162330","-2.8710504"," 3.3755930"," 0.2834581","-1.3908598","-0.1477915","-0.8775367"," 0.1119543"," 0.0000000"
"1t","BTPP","PyFluor","0.3400000","0.4773799","-0.2717750","-2.871050428263"," 3.247784521755"," 1.286170271239","-2.470738222040","-0.000009861041"," 0.900414006497","-0.364345324073"," 0.000000000000"
"1u","MTBD","PyFluor","0.3400000","0.4237870","-0.9275910","-2.87105043"," 1.32047949"," 0.28345809","-2.47073822","-0.60999556"," 3.37361471"," 0.04664096"," 0.00000000"
"1v","DBU","4-NO2","0.3400000","0.3119523","-2.4780337","-2.8710504"," 2.2545213","-2.4450746"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1w","BTMG","4-CF3","0.3400000","0.3052422","-2.5859892","-2.8710504","-1.0062548"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1aj","DBU","PyFluor","0.3400000","0.3342397","-2.1356399","-2.8710504"," 3.4564283","-2.4450746","-2.4707382"," 2.1780290","-0.3009383"," 0.3177044"," 0.0000000"
"1d","BTPP","PyFluor","0.3300000","0.2573262","-3.4448680","-2.8710504"," 2.0562434"," 1.2861703","-2.4707382","-1.8612939"," 0.7801462","-0.3643453"," 0.0000000"
"1d","BTPP","4-CF3","0.3300000","0.4200835","-0.9740608","-2.8710504"," 2.0562434"," 1.2861703"," 0.4158699","-1.8612939"," 0.0000000"," 0.0000000"," 0.0000000"
"1s","DBU","4-Cl","0.3300000","0.1414646","-7.0246892","-2.8710504"," 0.0000000","-2.4450746","-1.3908598"," 0.0000000"," 0.0000000","-0.3177044"," 0.0000000"
"1s","DBU","PBSF","0.3300000","0.3134691","-2.4539667","-2.8710504"," 0.0000000","-2.4450746"," 2.8621583"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1w","BTMG","4-Cl","0.3300000","0.2151275","-4.3927189","-2.8710504","-1.0062548"," 0.8754462","-1.3908598"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1af","DBU","PBSF","0.3300000","0.2405353","-3.7943322","-2.8710504"," 1.0318576","-2.4450746"," 2.8621583"," 0.0000000","-2.3722230"," 0.0000000"," 0.0000000"
